time;normalv;clouds_all;main_temp;wind_deg;wind_speed
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.43;332;2.59
01;0.0;97;-3.43;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;0.0;97;-3.42;332;2.59
01;41.14;96;-3.42;338;2.51
01;37.15;96;-3.42;338;2.51
01;39.81;96;-3.41;337;2.51
01;39.81;96;-3.42;338;2.51
01;41.14;96;-3.42;338;2.51
01;42.46;96;-3.42;338;2.51
01;41.14;96;-3.42;338;2.51
01;43.79;96;-3.41;337;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;41.14;96;-3.41;337;2.51
01;41.14;96;-3.41;337;2.51
01;41.14;96;-3.41;337;2.51
01;41.14;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;41.14;96;-3.42;338;2.51
01;42.46;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;41.14;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;38.48;96;-3.67;338;2.52
01;39.81;96;-3.67;338;2.52
01;42.46;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.68;338;2.51
01;39.81;96;-3.68;338;2.51
01;39.81;96;-3.68;338;2.51
01;42.46;96;-3.42;338;2.51
01;38.48;96;-3.42;338;2.51
01;39.81;96;-3.42;338;2.51
01;39.81;96;-3.67;338;2.52
01;39.81;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;41.14;96;-3.67;338;2.52
01;39.81;96;-3.67;338;2.52
01;35.83;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;35.83;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;35.83;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;39.81;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;39.81;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
01;38.48;96;-3.67;338;2.52
01;35.83;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
01;37.15;96;-3.67;338;2.52
02;35.83;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;35.83;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.62;337;2.5
02;38.48;96;-3.62;337;2.5
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;42.46;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;42.46;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;41.14;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;96;-3.67;338;2.52
02;35.83;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;96;-3.67;338;2.52
02;39.81;96;-3.67;338;2.52
02;38.48;95;-3.67;334;2.22
02;37.15;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;39.81;96;-3.67;338;2.52
02;38.48;96;-3.67;338;2.52
02;37.15;96;-3.67;338;2.52
02;38.48;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;42.46;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;35.83;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;37.15;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;38.48;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;42.46;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;39.81;95;-3.67;334;2.22
02;41.14;95;-3.67;334;2.22
02;41.14;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;43.79;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;41.14;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;42.46;95;-4.41;334;2.22
02;42.46;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.21
02;41.14;95;-4.41;334;2.21
02;39.81;95;-4.41;334;2.21
02;41.14;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;39.81;95;-4.41;334;2.21
02;39.81;95;-4.41;334;2.21
02;41.14;95;-4.41;334;2.21
02;42.46;95;-3.67;334;2.22
02;39.81;95;-4.41;334;2.22
02;43.79;95;-4.41;334;2.22
02;42.46;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;41.14;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;42.46;95;-4.41;334;2.21
02;41.14;95;-4.41;334;2.21
02;39.81;95;-4.41;334;2.21
02;39.81;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;39.81;95;-4.4;334;2.21
02;41.14;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;38.48;95;-4.41;334;2.22
02;38.48;95;-4.41;334;2.22
02;42.46;95;-4.41;334;2.22
02;41.14;95;-4.41;334;2.22
02;41.14;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;41.14;95;-4.41;334;2.22
02;42.46;95;-4.41;334;2.21
02;41.14;95;-4.41;334;2.21
02;39.81;95;-4.41;334;2.21
02;42.46;95;-4.41;334;2.21
02;42.46;95;-4.41;334;2.21
02;41.14;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;38.48;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;41.14;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
02;41.14;95;-4.41;334;2.22
02;42.46;95;-4.41;334;2.22
02;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;42.46;95;-4.41;334;2.22
03;42.46;95;-4.41;334;2.22
03;42.46;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;43.79;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;35.83;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;42.46;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;35.83;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;35.83;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;37.15;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;41.14;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;41.14;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;95;-4.41;334;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;38.48;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;95;-4.41;334;2.22
03;39.81;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;37.15;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;37.15;88;-4.41;337;2.22
03;37.15;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;35.83;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;37.15;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;42.46;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;41.14;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.67;337;2.22
03;41.14;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;37.15;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;41.14;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;38.48;88;-4.41;337;2.22
03;39.81;88;-4.41;337;2.22
03;38.48;88;-4.41;337;2.22
03;37.15;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;37.15;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;37.15;88;-4.67;337;2.22
03;41.14;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;37.15;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;37.15;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;38.48;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
03;39.81;88;-4.67;337;2.22
